learning_rate,qlearning_rate,value_loss,policy_loss,entropy,loss,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,output_scaleing,global_step,gym_id,exp_name,circuit,seed
0.00025,0.01,0.03665994107723236,-0.006719261407852173,1.3526023626327515,-0.0019153133034706116,-0.0061811055056750774,0.007185393013060093,0.095703125,-3.5656580924987793,1,1.104831952506493,512,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.009858065666537857,0.004520331043750048,-0.05930020660161972,1.346696376800537,-0.0705070048570633,0.07849349826574326,0.03608101233839989,0.2958984375,-6.165643215179443,1,1.133511233686171,1024,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.009718166217420698,0.0006989007233642042,-0.043224185705184937,1.3181486129760742,-0.05605622008442879,0.04802758991718292,0.05986500158905983,0.31201171875,-4.379531383514404,1,1.232315153808616,1536,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.00958027247891588,0.0002511004568077624,-0.10627852380275726,1.20274817943573,-0.11818045377731323,0.02953101508319378,0.05389416962862015,0.58251953125,-0.340939998626709,1,1.397841364363621,2048,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.009444355695548766,0.0001579188829055056,-0.11759503185749054,0.8644950985908508,-0.12616102397441864,0.1264311671257019,0.11429500579833984,0.6806640625,0.1406610608100891,1,1.7379713003948127,2560,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.009310387524106251,2.1355048374971375e-05,-0.11367329210042953,0.4024616479873657,-0.11768723279237747,0.16773177683353424,0.14677108824253082,0.5146484375,-0.2881510257720947,1,2.04888318974882,3072,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.009178340027726245,8.642815373605117e-06,-0.08031786978244781,0.21100036799907684,-0.08242355287075043,0.08195176720619202,0.045444756746292114,0.0927734375,-0.22345173358917236,1,2.2113952003974804,3584,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.009048185670071901,1.2569136060847086e-06,-0.04055291414260864,0.13224481046199799,-0.041874732822179794,0.00538460910320282,0.004536434076726437,0.03759765625,-0.11443305015563965,1,2.313600123072931,4096,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.008919897309589359,7.497609999518318e-07,-0.0319613441824913,0.06962785869836807,-0.03265724703669548,0.004509925842285156,0.004606668837368488,0.025390625,-0.008258461952209473,1,2.376630346032537,4608,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
0.00025,0.008793448193847832,2.5840225248430215e-07,-0.017874907702207565,0.048778533935546875,-0.018362564966082573,-0.0011709071695804596,0.0004009171389043331,0.01806640625,-0.0071343183517456055,1,2.3556309040202517,5120,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-output_scaleing-4params-5e-2-altFLenvforBIAStest-(76-params),simple_reuploading,30
