learning_rate,qlearning_rate,value_loss,policy_loss,entropy,loss,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,output_scaleing,global_step,gym_id,exp_name,circuit,seed
0.00025,0.01,0.0023323080968111753,0.00729767419397831,1.3317947387695312,-0.004854118917137384,0.007742604240775108,0.01889241859316826,0.095703125,-13.723736763000488,2,1,512,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.009858065666537857,0.0011124447919428349,-0.02851492166519165,1.323089361190796,-0.04118959233164787,0.05693844333291054,0.034044958651065826,0.1689453125,-0.9244303703308105,2,1,1024,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.009718166217420698,0.0012531359679996967,-0.011427327990531921,1.2953133583068848,-0.02375389263033867,0.02884558215737343,0.020839056000113487,0.169921875,-2.639796495437622,2,1,1536,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.00958027247891588,0.0004792090330738574,-0.055800922214984894,1.2407760620117188,-0.06796907633543015,0.06625217944383621,0.02189359813928604,0.162109375,-1.0758790969848633,2,1,2048,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.009444355695548766,0.00010073970770463347,-0.05578257888555527,1.1149804592132568,-0.06688200682401657,0.02735316753387451,0.03359023854136467,0.2314453125,0.06333822011947632,2,1,2560,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.009310387524106251,0.006786241661757231,-0.0020137708634138107,1.1495413780212402,-0.010116063058376312,0.0003813747316598892,0.023171769455075264,0.03759765625,0.012829840183258057,2,1,3072,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.009178340027726245,0.00015612985589541495,-0.03818295896053314,1.0651111602783203,-0.048756007105112076,0.034061115235090256,0.02547265775501728,0.08349609375,-1.1144752502441406,2,1,3584,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.009048185670071901,7.712834485573694e-05,-0.05441397801041603,0.9216220378875732,-0.06359163671731949,0.06963524222373962,0.03226987272500992,0.17529296875,-0.2727241516113281,2,1,4096,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.008919897309589359,5.3420015319716185e-05,-0.06462105363607407,0.7233549356460571,-0.07182789593935013,0.05139867961406708,0.047765813767910004,0.1298828125,-0.036737680435180664,2,1,4608,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
0.00025,0.008793448193847832,0.0008552508661523461,-0.015211537480354309,0.8025736212730408,-0.022809647023677826,0.05169748514890671,0.01680687628686428,0.03759765625,0.3688483238220215,2,1,5120,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-ac-simple_reuploading-exp_sced-ht25000-start-qlr10.e-3-end-qlr0.1e-3-lr2.5e-4-allsmallinit-6varlayers-(72-params),simple_reuploading,10
