learning_rate,qlearning_rate,value_loss,policy_loss,entropy,loss,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,output_scaleing,global_step,gym_id,exp_name,circuit,seed
0.00025,0.0025,0.0314915366470813,-0.0013935342431068,1.35846745967865,0.0007675597444176,-0.0018951678648591,0.0003239936195313,0.33642578125,-29.23747062683105,2,1,512,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0122562004253268,-0.0012184362858533,1.3500747680664062,-0.0085910838097333,0.0036959461867809,0.0003757537342607,0.18603515625,-19.09139633178711,2,1,1024,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0130766704678535,-0.0028071049600839,1.3586243391036987,-0.0098550133407115,0.0026407232508063,0.000344758387655,0.2490234375,-0.4419561624526977,2,1,1536,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0026668799109756,-0.000297762453556,1.3585071563720703,-0.0125493938103318,0.0011698971502482,0.0003121085464954,0.16259765625,-2.1926519870758057,2,1,2048,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0109701827168464,-0.0021443096920847,1.3548452854156494,-0.0102076716721057,-0.0031068790704011,0.0006888429634273,0.2431640625,0.0042803287506103,2,1,2560,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0112135121598839,-0.0038574282079935,1.35490882396698,-0.0117997601628303,0.0018967888318002,0.0003490187227725,0.22607421875,0.03975111246109,2,1,3072,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0077180014923214,-0.0026584416627883,1.3482484817504885,-0.0122819263488054,-0.0051611107774078,0.0004063080996274,0.2509765625,0.0376593470573425,2,1,3584,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.00281413202174,-0.0010572029277682,1.3488696813583374,-0.0131388334557414,0.0053100762888789,0.0003372016362845,0.17626953125,0.1272943615913391,2,1,4096,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0090475175529718,-0.0028258375823497,1.3431079387664795,-0.0117331584915518,0.0011070668697357,0.0004120953381061,0.25927734375,0.0561383962631225,2,1,4608,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
0.00025,0.0025,0.0147537868469953,-0.0019749328494071,1.3417810201644895,-0.0080158496275544,0.0007825838401913,0.000321673694998,0.3017578125,0.0974237918853759,2,1,5120,Deterministic-ShortestPath-4x4-FrozenLake-v0,FL-qppo-simple_reuploading-qlr2.5e-3-lr2.5e-4-clipcoef0.02-6varlayers-(72-params),simple_reuploading,20
