learning_rate,qlearning_rate,value_loss,policy_loss,entropy,loss,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,output_scaleing,global_step,gym_id,exp_name,circuit,seed
5e-05,0.0005,0.028204403817653656,-0.001171180047094822,1.3305761814117432,-0.00037473998963832855,0.0004883613437414169,8.084392175078392e-05,0.046875,-4.479532718658447,2,1,512,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.017837954685091972,-0.000486958771944046,1.319092035293579,-0.00475890189409256,0.0009870915673673153,6.451364606618881e-05,0.01318359375,-6.668225288391113,2,1,1024,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.017644276842474937,-0.0012274067848920822,1.3178422451019287,-0.005583690479397774,-0.0006267912685871124,5.269888788461685e-06,0.0078125,-11.146233558654785,2,1,1536,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.015831194818019867,-0.0017018653452396393,1.3171970844268799,-0.006958238780498505,-0.00127464160323143,2.0458828657865524e-05,0.0205078125,-7.345208168029785,2,1,2048,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.010631097480654716,-0.000945129431784153,1.3171305656433105,-0.008800885640084743,-0.0013075945898890495,1.5818513929843903e-05,0.0107421875,-7.812197685241699,2,1,2560,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.008806372061371803,-0.0008533317595720291,1.3177490234375,-0.009627635590732098,-0.0005813087336719036,4.15765680372715e-05,0.01123046875,-10.626124382019043,2,1,3072,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0051747336983680725,-0.00045670196413993835,1.3152259588241577,-0.011021594516932964,-0.0006516491994261742,2.2178050130605698e-05,0.00537109375,-6.757166385650635,2,1,3584,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0037721660919487476,-0.000753987580537796,1.3024821281433105,-0.011892725713551044,-0.0005658217705786228,2.383394166827202e-05,0.0078125,-6.0915446281433105,2,1,4096,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.003359795082360506,-0.0018299706280231476,1.3174121379852295,-0.013324194587767124,-0.0010711508803069592,8.107442408800125e-05,0.009765625,-3.826277256011963,2,1,4608,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0026276949793100357,-0.0022990163415670395,1.3057539463043213,-0.014042708091437817,0.00048071378841996193,0.00010731909424066544,0.05419921875,-2.5928614139556885,2,1,5120,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.001602819887921214,-0.0009418465197086334,1.309325933456421,-0.013233696110546589,0.00041582807898521423,8.342554792761803e-05,0.01318359375,-1.4227464199066162,2,1,5632,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0017779582412913442,-0.0011131428182125092,1.2966169118881226,-0.013190332800149918,0.003039808012545109,0.00031778449192643166,0.119140625,-0.8247503042221069,2,1,6144,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0007275635725818574,-0.0035718344151973724,1.2957375049591064,-0.01616542786359787,-0.002431313507258892,8.412403985857964e-05,0.03369140625,-0.4233134984970093,2,1,6656,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0007693566149100661,-0.002091493457555771,1.3020445108413696,-0.014727259986102581,0.0007481714710593224,0.00023408792912960052,0.18310546875,-0.180000901222229,2,1,7168,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.0009829204063862562,-0.001765180379152298,1.3079819679260254,-0.014353539794683456,0.00012320559471845627,0.00022190948948264122,0.09326171875,-0.030947327613830566,2,1,7680,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
5e-05,0.0005,0.001464752247557044,-0.003658182919025421,1.2945467233657837,-0.01587127335369587,0.0017089387401938438,0.00021112710237503052,0.07177734375,0.05558890104293823,2,1,8192,Deterministic-ShortestPath-4x4-FrozenLake-v0,qppo-simple_reuploading-qlr0.5e-3-lr0.5e-4-clipcoef0.02-fixed,simple_reuploading,20
